Facility ID,Organisation Name,Facility Name,Province,City,Address,Postal Code,NPRI ID,2014 GHG Emissions (kilotonnes of carbon dioxide equivalent),Facility GHG Data Link,NAICS Name,NAICS Data Link,Latitude,Longitude
371,Pengrowth Energy Corporation,Olds Gas Plant,Alberta,Olds,06-18-032-01 W5M,T4H1T8,1074,119.35,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10371,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,51.7423,-114.1345
373,O-I Canada Corp.,Plant #31 Brampton,Ontario,Brampton,100 West Drive,L6T2J5,517,71.47,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10373,Glass Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327214,43.7043,-79.7275
374,Neucel Specialty Cellulose,Neucel Specialty Cellulose (SFO),British Columbia,Port Alice,300 Marine Drive,V0N2N0,2377,90.27,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10374,Chemical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322112,50.4325,-127.491
375,Dow Chemical Canada ULC,Prentiss Manufacturing Facility,Alberta,Prentiss,Hwy 597 and Prentiss Road,T4L2N4,2316,35.16,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10375,Petrochemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325110,52.3858,-113.595
376,Region of Peel,Britannia Sanitary Landfill Site,Ontario,Mississauga,5700 Terry Fox Way,L5M2G6,5989,193.78,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10376,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562210,43.6034,-79.6967
377,Husky Oil Operations Limited,Sierra Gas Plant,British Columbia,Fort Nelson,C-091-D/094I-14,V0C1R0,3935,59.16,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10377,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,58.8321,-121.38514
378,FortisBC Energy (Vancouver Island) Inc.,FortisBC Energy Vancouver Island,British Columbia,Surrey,16705 Fraser Highway,V4N0E8,,44.85,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10378,Natural Gas Distribution,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221210,0,0
381,Diavik Diamond Mines Inc.,Diavik Diamond Mines Inc - Lac de Gras,Northwest Territories,Yellowknife,5007 50 Avenue,X1A2P8,18241,179.24,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10381,Diamond Mines,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212392,64.4951,-110.2832
382,General Scrap Partnership,GenAlta Recycling Inc.,Alberta,Edmonton,9301 34th Street,T6B2X6,5367,0.66,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10382,All Other Miscellaneous Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=339990,53.5277,-113.3926
383,General Scrap Partnership,General Scrap - Winnipeg,Manitoba,Winnipeg,135 Bismarck Street,R2H3B4,3768,1.68,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10383,All Other Miscellaneous Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=339990,49.928,-97.0192
384,ExxonMobil Canada Properties,Goldboro Gas Plant,Nova Scotia,Goldboro,500 Sable Road,B0H1L0,5012,69.62,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10384,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,45.173506,-61.614461
385,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,British Columbia,Logan Lake,97C Highway,V0K 1W0,3356,177.79,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10385,Copper-Zinc Ore Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212233,50.47235,-121.02132
386,Irving Pulp & Paper Ltd.,Irving Pulp & Paper,New Brunswick,Saint John,408 Mill Street West,E2M3H1,2604,96.54,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10386,Chemical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322112,45.262,-66.0924
387,General Scrap Partnership,Lakehead Scrap Metal,Ontario,Thunder Bay,305 106th Street,P7E0A3,3769,1.03,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10387,All Other Miscellaneous Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=339990,48.3742,-89.2437
388,Teck Coal Limited,Line Creek Operations,British Columbia,Sparwood,Highway 43 Highway,V0B2G0,7839,169.6,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10388,Bituminous Coal Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212114,49.8844,-114.8528
390,Nexen Inc.,Long Lake Project,Alberta,Fort McMurray,07-31-085-06-W4,T9H5R3,22378,4757.78,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10390,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,56.4117,-110.9376
391,MFC Energy Corporation,Mazeppa Sour Gas Plant,Alberta,High River,02-35-019-28W4,T1V1M7,653,82.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10391,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,50.6475,-113.772
392,General Scrap Partnership,Navajo Metals,Alberta,Calgary,5857 12th Street Southeast,T2H2G7,3775,2.07,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10392,All Other Miscellaneous Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=339990,51.0867,-114.0088
393,ExxonMobil Canada Properties,Thebaud Platform,Nova Scotia,Offshore,"43 53 28 N, 060 12 00 W (Lat/Long) Atlantic Ocean",B3J3M8,8023,167.64,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10393,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,43.0119,-59.9833
394,Husky Oil Operations Limited,Tucker Thermal,Alberta,Bonneville,12-28-064-04-W4,t9n2g7,21548,610.72,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10394,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,54.345,-110.3323
396,GreenField Specialty Alcohols Inc.,Varennes Plant,Quebec,Varennes,3300 Marie-Victorin Boulevard,J3X1P7,11616,61.99,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10396,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325190,45.7078,-73.4242
398,Glencore Canada Corporation,Sudbury Integrated Nickel Operations Smelter,Ontario,Falconbridge,1 Longyear Drive,P0M1S0,1236,116.09,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10398,Non-Ferrous (except Al) Smelting & Refining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=331410,46.5775,-80.8042
399,Walter Canadian Coal Partnership,Dillon / Brule Mine,British Columbia,Chetwynd,7 Blind Creek Road,V0C1J0,20078,38.41,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10399,Bituminous Coal Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212114,55.3658,-121.7628
400,Walter Canadian Coal Partnership,Wolverine Group- Perry Creek Mine,British Columbia,Tumbler Ridge,17 Wolverine Forest Service Road,V0C2W0,20116,32.63,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10400,Bituminous Coal Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212114,55.1033,-121.3539
401,BFI Usine de triage Lachenaie Ltée.,Usine de triage Lachenaie,Quebec,Terrebonne,3779 des 40-Arpents Road,J6V9T6,6370,295.86,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10401,All Other Waste Management Services,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562990,45.7326,-73.5346
402,Teck Coal Limited,Cheviot Mine (Cardinal River Operations),Alberta,Hinton,Highway 40 South,T7V1V5,6895,114.22,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10402,Bituminous Coal Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212114,53.0665,-117.4048
404,Regional Municipality of Durham,Duffin Creek WPCP,Ontario,Pickering,901 McKay Road,L1W3A3,4908,61.87,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10404,Sewage Treatment Facilities,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221320,43.8182,-79.0513
406,Connacher Oil and Gas Limited,Pod One,Alberta,Fort McMurray,13-16-082-12-W4,T2P0B2,22750,232.99,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10406,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,56.1135,-111.8293
407,"Greenfield Energy Centre, LP",Greenfield Energy Centre,Ontario,Courtright,140 Bickford Line,N0N1H0,11581,638.92,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10407,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,42.7683,-82.4542
408,Canadian Natural Resources Limited,Horizon Oil Sands Processing Plant and Mine,Alberta,Fort McMurray,96/97-11/12/13-W4,T9H3H5,23275,3692.27,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10408,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,57.3354,-111.7556
409,Devon Canada Corporation,Jackfish 1 SAGD Plant,Alberta,Conklin,10-28-075-06-W4,       ,22267,700.01,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10409,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,55.5279,-110.8738
410,Atlantic Power LP,Kapuskasing Power Plant,Ontario,Kapuskasing,47 Gough Road,P5N2X7,10404,119.32,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10410,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,49.3909,-82.4373
411,Husky Oil Operations Limited,Minnedosa Ethanol Plant,Manitoba,Minnedosa,359 5th Avenue Northwest,R0J1E0,6853,77.89,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10411,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325190,50.25572,-99.86322
412,Osum Production Corp.,Orion Facilities,Alberta,Cold Lake,13-16-064-03-W4,       ,22493,190.06,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10412,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,54.323,-110.25
413,Portlands Energy Centre LP,Portlands Energy Centre,Ontario,Toronto,470 Unwin Avenue,M4M3B9,11803,371.37,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10413,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,43.6495,-79.3311
414,ConocoPhillips Canada Resources Corp.,Surmont SAGD Commercial Battery,Alberta,Anzac,05-18-083-06-W4,T0P1J0,22141,503.98,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10414,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,56.192678,-110.945327
415,GreenField Specialty Alcohols Inc.,Tiverton Plant,Ontario,Tiverton,4th Concession Road,N0G2T0,209,33.92,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10415,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325190,44.3193,-81.5657
416,ADM Agri-Industries Company,ADM AGRI-INDUSTRIES - ADM Windsor,Ontario,Windsor,5550 Maplewood Drive,N9C0B9,5694,64.01,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10416,Oilseed Processing,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=311224,42.2655,-83.1001
417,AECO Gas Storage Partnership,Suffield Gas Storage Facility,Alberta,Medicine Hat,04-03-019-09 W4M,T1A0B3,6619,76.78,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10417,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,50.5772,-111.1781
419,Agrium Inc.,Vanscoy Potash Operations,Saskatchewan,Vanscoy,16 Agrium Road,S0L3J0,1177,73.92,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10419,Potash Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212396,52.0057,-107.0936
420,AltaSteel Ltd.,AltaSteel,Alberta,Edmonton,9401 34th Street,T6B2X6,1106,80.09,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10420,Iron & Steel Mills & Ferro-Alloy Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=331110,53.5291,-113.3875
421,Baymag Inc.,Baymag Exshaw Operations,Alberta,Exshaw,Site 93210 1A Highway,T0L2C0,6972,141.25,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10421,All Other Non-Metallic Mineral Product Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327990,51.0598,-115.21
423,Bunge Canada Holdings I ULC,Bunge Canada - Hamilton Plant,Ontario,Hamilton,515 Victoria Avenue North,L8G3G7,161,47.82,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10423,Oilseed Processing,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=311224,43.2683,-79.8506
425,Ingredion Canada Incorporated,Ingredion Canada Incorporated  - Port Colborne Plant,Ontario,Port Colborne,55 Invertose Drive East,L3K5X7,2695,74.03,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10425,Wet Corn Milling,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=311221,42.92278,-79.24713
426,Canadian Forest Products Ltd,Canfor Taylor Pulp,British Columbia,Taylor,8300 Cherry Avenue East,V0C2K0,1257,68.5,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10426,Mechanical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322111,56.145,-120.651
427,Canadian Gypsum Company,CGC Hagersville Plant,Ontario,Hagersville,55 Third Line Road,N0A1H0,7195,52.08,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10427,Gypsum Product Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327420,43.0126,-80.0156
430,Canadian Natural Resources Limited,Stoddart 02-34 Sour Gas Plant,British Columbia,Charlie Lake,02-34-087-21W6,       ,5286,88.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10430,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,56.5825,-121.254
432,Atlantic Power LP,North Bay,Ontario,North Bay,11 RR#2 Highway North,P1B8G3,10406,127.58,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10432,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,46.3803,-79.4692
